x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls
105,40,462359.22249492,462359.22249492,0,0,1.00000011927357,0,354.291953390837,103.309877085656,990
105,50,376107.954927118,376107.954927118,0,0,1.00000676138648,0,316.009518138951,102.613670339866,1026
130,0,1427491.20877133,1427491.20877133,0.00158381519197497,0,0.998431439250689,0.00307881356288342,667.501521551186,129.977242102634,2142
130,2,1419177.40031107,1419177.40031107,0.00142508004626513,0,0.998583662917273,0.0031238735399339,664.402221222803,129.934824921094,1818
130,5,1240872.08719804,1240872.08719804,0.00048459520625331,0,0.999515703673343,0.00399846968741654,616.254944128133,129.862583654908,1710
130,10,1011096.8895924,1011096.8895924,0,0,1.00000313884125,0.00407182665382181,549.122509908541,129.719213478728,1278
130,15,850140.414838319,850140.414838319,0,0,1.00000121471575,0.00275997482383904,497.809283481553,129.54714576121,1098
130,20,728686.106917112,728686.106917112,0,0,0.999994632961403,0,456.263836411182,129.346397516883,1134
130,25,633288.529031636,633288.529031636,0,0,0.999997483623831,0,421.558923797733,129.116988579291,1098
130,30,556323.651674574,556323.651674574,0,0,1.0000092606227,0,391.963944585246,128.858941591217,990
130,40,440076.097275889,440076.097275889,0,0,0.999999320443287,0,343.863217227783,128.25703801274,1170
130,50,357047.812413767,357047.812413767,0,0,1.0000061652102,0,306.250307412865,127.540923651392,774
155,0,1362988.86636901,1362988.86636901,0.00185760726425127,0,0.998184925871697,0.00372379156869654,650.040754774836,154.972062886961,1710
155,2,1356013.36877123,1356013.36877123,0.00165124948556785,0,0.998389080908941,0.00371166971474902,647.424672580008,154.928391124594,1962
155,5,1204686.96020539,1204686.96020539,0.000621032072964987,0,0.999378911958219,0.0044679303174442,605.250593302471,154.854013459277,1746
155,10,975253.980216974,975253.980216974,0,0,1.00000001606142,0.00458929735876027,537.193329808689,154.706404478146,1206
155,15,816730.548026008,816730.548026008,0,0,1.00000397508925,0.00295374824198592,485.803282249818,154.529251425789,1062
155,20,697963.471706139,697963.471706138,0,0,0.999988451603764,0,444.448554091016,154.32257286894,1242
155,25,605142.870764198,605142.870764198,0,0,1.00000204092887,0,410.052463213096,154.086390449129,1206
155,30,530524.960735006,530524.960735006,0,0,1.00000664482954,0,380.804052435404,153.820728871384,1062
155,40,418290.505000005,418290.505000005,0,0,0.999999787877184,0,333.431199490205,153.201082300821,1026
155,50,338475.614471188,338475.614471187,0,0,1.00000436891832,0,296.513337631605,152.463891538982,990
